guid,crc?,<PrgDispCategory>,<PrgDispTiming>,<HunterRank>,<PrgDispHRCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispFlag>,<PrgDispCondition>,<PrgDispIconL>,<PrgDispIconS>,<QuestNumber>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
13aee733-cad7-4206-bc79-e4b8fce10244,2944429353,村,里進行005_99,,,EV_PRO_VILL_005_99_01,←がON,EV_PRO_VILL_005_99_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v005_05,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
50bb2c4e-49ea-49c7-acf2-79710e1c0484,674243635,村,里進行005_99,,,EV_PRO_VILL_005_99_02,←がON,QN000601,←が未クリア,"""""","""""","""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN000601,prg_disp_v005_06,"<COL YEL>里★６緊急クエストをクリア</COL>
{0}","<COL YEL>6★ Village Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du village 6★</COL>
{0}","<COL YEL>Missioni villaggio urgenti 6★:</COL>
{0}","<COL YEL>Dringende 6★-Dorf-Quest:</COL>
{0}","<COL YEL>Misión urgente de 6★ de aldea:</COL>
{0}","<COL YEL>Срочное задание в деревне, 6★:</COL>
{0}","<COL YEL>6★ pilne zadanie wioski:</COL>
{0}",,,"<COL YEL>Missão Urgente da Aldeia 6★:</COL>
{0}","<COL YEL>마을 ★6 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成村莊★6的緊急任務</COL>
{0}","<COL YEL>完成村庄的★6紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة قرية عاجلة <BSL>★6</BSL>:</COL>
{0}",,,,,,,,,,,
b10b81c6-81c7-47c2-a4e1-687c0977eb7a,439754540,村,里進行006_01,,,QN000601,←をクリア,EV_PRO_VILL_006_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",里長フゲン_モデル,赤フキダシ,,prg_disp_v006_01,<COL YEL>里長フゲン</COL>と話す,Talk to <COL YEL>Fugen the Elder</COL>,Parler à <COL YEL>Fugen l'Ancien</COL>,Parla con <COL YEL>Fugen l'anziano</COL>,Sprich mit <COL YEL>Fogen dem Ältesten</COL>,Habla con <COL YEL>Fugen el anciano</COL>,"Поговорить со
<COL YEL>Старейшиной Фугэном</COL>","Porozmawiaj ze
<COL YEL>Starszym Fugenem</COL>",,,"Fale com <COL YEL>Fugen, o ancião</COL>",<COL YEL>촌장 후겐</COL>과 대화,與<COL YEL>村長傅賢</COL>交談,与<COL YEL>村长普贤</COL>对话,,,,,,,,تحدث إلى <COL YEL>المعمر فيوجين</COL>,,,,,,,,,,,
90d35eb1-5b3e-4a67-9dcd-0e1518c32ac1,3500125206,村,里進行006_01,,,EV_PRO_VILL_006_01_01,←がON,EV_PRO_VILL_006_01_02,←がOFF,"""""","""""","""""","""""","""""","""""",里の受付嬢ヒノエ_モデル,赤フキダシ,,prg_disp_v006_02,<COL YEL>里の受付嬢ヒノエ</COL>と話す,Talk to <COL YEL>Hinoa the Quest Maiden</COL>,Parler à <COL YEL>Hinoa la quêtatrice</COL>,"Parla con
<COL YEL>Hinoa la missionatrice</COL>","Sprich mit <COL YEL>Hinoa
dem Quest-Mädel</COL>","Habla con <COL YEL>Hinoa la gestora de
misiones</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Хиноа</COL>",Pomów z <COL YEL>szefową zadań Hinoą</COL>,,,"Fale com <COL YEL>Hinoa, a recrutadora</COL>",<COL YEL>마을 접수원 히노에</COL>와 대화,與<COL YEL>村莊接待員火芽</COL>交談,与<COL YEL>村庄接待员火芽</COL>对话,,,,,,,,تحدث إلى <COL YEL>هينوا فتاة المهام</COL>,,,,,,,,,,,
9b44b3a5-264b-43e0-818d-986e32fabaaf,3815019199,集会所,集会所進行001_01,,,EV_PRO_VILL_001_01_07,←がON,EV_PRO_HALL_001_01_01,←がOFF,QN000403,←が未クリア,"""""","""""","""""","""""",集会所の受付嬢ミノト_モデル,赤フキダシ,,prg_disp_h001_01,<COL YEL>集会所の受付嬢ミノト</COL>と話す,Talk to <COL YEL>Minoto the Hub Maiden</COL>,Parler à <COL YEL>Minoto la réceptionniste</COL>,"Parla con
<COL YEL>Minoto la receptionist</COL>","Sprich mit <COL YEL>Minoto
dem Stätten-Mädel</COL>","Habla con <COL YEL>Minoto de la
recepción</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Миното</COL>",Pomów z <COL YEL>szefową Centrum Minoto</COL>,,,"Fale com <COL YEL>Minoto, a dama da AdE</COL>",<COL YEL>집회소 접수원 미노토</COL>와 대화,與<COL YEL>集會所接待員水藝</COL>交談,与<COL YEL>集会所接待员水芸</COL>对话,,,,,,,,تحدث إلى <COL YEL>مينوتو فتاة المركز</COL>,,,,,,,,,,,
bd21acf5-3122-42cc-b51b-01e73903eff3,3097087713,集会所,集会所進行001_01,,,EV_PRO_HALL_001_01_01,←がON,QUEST_LEVEL_1,←の集会所セレクトクエストが規定数未クリア,QN000403,←が未クリア,"""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_h001_02,"★１セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","1★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés 1★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 1★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 1★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 1★
Misiones restantes: <COL YEL>{0}</COL>","Выполнение ключ. задания, 1★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 1★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL> ",,,"Conclusão de Missão-chave 1★:
<COL YEL>{0} missão(ões)</COL> restando","★1 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★1精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★1精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★1</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
cb78692c-972a-4708-9089-083aab8d9122,2111481514,集会所,集会所進行001_99,,,QUEST_LEVEL_1,←の集会所セレクトクエストを規定数クリア,EV_PRO_HALL_001_99_01,←がOFF,QN000403,←が未クリア,"""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h001_08,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,"與<COL YEL>公會經紀人･風登</COL>
交談",与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
1a158384-8fb8-4f4a-8ba5-b235811fecbd,2570447695,集会所,集会所進行001_99,,,EV_PRO_HALL_001_99_01,←がON,EV_PRO_HALL_001_99_02,←がOFF,QN000403,←が未クリア,"""""","""""","""""","""""",集会所の受付嬢ミノト_モデル,赤フキダシ,,prg_disp_h001_09,<COL YEL>集会所の受付嬢ミノト</COL>と話す,Talk to <COL YEL>Minoto the Hub Maiden</COL>,Parler à <COL YEL>Minoto la réceptionniste</COL>,"Parla con
<COL YEL>Minoto la receptionist</COL>","Sprich mit <COL YEL>Minoto
dem Stätten-Mädel</COL>","Habla con <COL YEL>Minoto de la
recepción</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Миното</COL>",Pomów z <COL YEL>szefową Centrum Minoto</COL>,,,"Fale com <COL YEL>Minoto, a dama da AdE</COL>",<COL YEL>집회소 접수원 미노토</COL>와 대화,與<COL YEL>集會所接待員水藝</COL>交談,与<COL YEL>集会所接待员水芸</COL>对话,,,,,,,,تحدث إلى <COL YEL>مينوتو فتاة المركز</COL>,,,,,,,,,,,
6f23a652-2c94-4e44-ae21-a8b87a2f93e7,4122113851,集会所,集会所進行001_99,,,EV_PRO_HALL_001_99_02,←がON,QN010203,←が未クリア,QN000403,←が未クリア,"""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN010203,prg_disp_h001_10,"<COL YEL>集会所★２緊急クエストをクリア</COL>
{0}","<COL YEL>2★ Hub Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du
Grand-Camp 2★ :</COL> {0}","<COL YEL>Missioni urgenti base
di caccia 2★:</COL> {0}","<COL YEL>Dringende 2★-Stätten-Quest:</COL>
{0}","<COL YEL>Mis. urgente 2★ sala reunión:</COL>
{0}","<COL YEL>Срочное зад. в З. собр., 2★:</COL>
{0}","<COL YEL>2★ pilne zadanie Centrum:</COL>
{0}",,,"<COL YEL>Missão Urgente da AdE 2★:</COL>
{0}","<COL YEL>집회소 ★2 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成集會所★2的緊急任務</COL>
{0}","<COL YEL>完成集会所的★2紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة المركز العاجلة من
المستوى <BSL>★2</BSL>:</COL>{0}",,,,,,,,,,,
bbb86242-6176-4846-93bf-8aa943261f45,3316987724,集会所,集会所進行002_01,,,QN010203,←をクリア,EV_PRO_HALL_002_01_01,←がOFF,QN000403,←が未クリア,"""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h002_01,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,"與<COL YEL>公會經紀人･風登</COL>
交談",与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
6f5c6e2a-7c0d-4916-b80b-785b34625b7e,632086950,集会所,集会所進行002_01,,,QN000403,←をクリア,EV_PRO_HALL_002_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h002_01_00,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,與<COL YEL>公會經紀人･風登</COL>交談,与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
52db4436-baab-4a84-b273-54f292b7b748,2570748011,集会所,集会所進行002_01,,,EV_PRO_HALL_002_01_01,←がON,EV_PRO_HALL_002_01_02,←がOFF,QN000502,←が未クリア,QUEST_LEVEL_2_HALF,←の集会所セレクトクエストが規定数未クリア,"""""","""""",集会所の受付嬢ミノト_モデル,赤フキダシ,,prg_disp_h002_02,<COL YEL>集会所の受付嬢ミノト</COL>と話す,Talk to <COL YEL>Minoto the Hub Maiden</COL>,Parler à <COL YEL>Minoto la réceptionniste</COL>,"Parla con
<COL YEL>Minoto la receptionist</COL>","Sprich mit <COL YEL>Minoto
dem Stätten-Mädel</COL>","Habla con <COL YEL>Minoto de la
recepción</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Миното</COL>",Pomów z <COL YEL>szefową Centrum Minoto</COL>,,,"Fale com <COL YEL>Minoto, a dama da AdE</COL>",<COL YEL>집회소 접수원 미노토</COL>와 대화,與<COL YEL>集會所接待員水藝</COL>交談,与<COL YEL>集会所接待员水芸</COL>对话,,,,,,,,تحدث إلى <COL YEL>مينوتو فتاة المركز</COL>,,,,,,,,,,,
b7b2ec10-0096-4c4d-8767-ac4a4b33f517,3891778429,集会所,集会所進行002_01,,,EV_PRO_HALL_002_01_02,←がON,QUEST_LEVEL_2_HALF,←の集会所セレクトクエストが規定数未クリア,QN000502,←が未クリア,"""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_h002_03,"★２セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","2★ Key Quest Completion:
<COL YEL>{0} quest(s)</COL> remaining","Quêtes clés 2★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 2★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 2★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 2★
Misiones restantes: <COL YEL>{0}</COL>","Выполнение ключ. задания, 2★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 2★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL> ",,,"Conclusão de Missão-chave 2★:
<COL YEL>{0} missão(ões)</COL> restando","★2 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★2精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★2精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★2</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
57958b03-a3d6-4f05-81f7-2afe7333902c,3294823774,集会所,集会所進行001_02,,,EV_PRO_HALL_001_02_01,←がON,EV_PRO_HALL_001_02_02,←がOFF,QN000502,←が未クリア,"""""","""""","""""","""""",集会所の受付嬢ミノト_モデル,赤フキダシ,,prg_disp_h001_03,<COL YEL>集会所の受付嬢ミノト</COL>と話す,Talk to <COL YEL>Minoto the Hub Maiden</COL>,Parler à <COL YEL>Minoto la réceptionniste</COL>,"Parla con
<COL YEL>Minoto la receptionist</COL>","Sprich mit <COL YEL>Minoto
dem Stätten-Mädel</COL>","Habla con <COL YEL>Minoto de la
recepción</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Миното</COL>",Pomów z <COL YEL>szefową Centrum Minoto</COL>,,,"Fale com <COL YEL>Minoto, a dama da AdE</COL>",<COL YEL>집회소 접수원 미노토</COL>와 대화,與<COL YEL>集會所接待員水藝</COL>交談,与<COL YEL>集会所接待员水芸</COL>对话,,,,,,,,تحدث إلى <COL YEL>مينوتو فتاة المركز</COL>,,,,,,,,,,,
45f0763d-88c2-4287-af8b-b35926f7c53c,3096063713,集会所,集会所進行001_02,,,EV_PRO_HALL_001_02_02,←がON,QN010216,←が未クリア,QN000502,←が未クリア,"""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN010216,prg_disp_h001_04,"<COL YEL>集会所★２緊急クエストをクリア</COL>
{0}","<COL YEL>2★ Hub Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du
Grand-Camp 2★ :</COL> {0}","<COL YEL>Missioni urgenti base
di caccia 2★:</COL> {0}","<COL YEL>Dringende 2★-Stätten-Quest:</COL>
{0}","<COL YEL>Mis. urgente 2★ sala reunión:</COL>
{0}","<COL YEL>Срочное зад. в З. собр., 2★:</COL>
{0}","<COL YEL>2★ pilne zadanie Centrum:</COL>
{0}",,,"<COL YEL>Missão Urgente da AdE 2★:</COL>
{0}","<COL YEL>집회소 ★2 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成集會所★2的緊急任務</COL>
{0}","<COL YEL>完成集会所的★2紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة المركز العاجلة من
المستوى <BSL>★2</BSL>:</COL>{0}",,,,,,,,,,,
6735b9c5-d5b4-48ea-9043-92c1dc1b94fa,4227636334,集会所,集会所進行001_03,,,QN010216,←をクリア,EV_PRO_HALL_001_03_01,←がOFF,QN000502,←が未クリア,"""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h001_05,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,"與<COL YEL>公會經紀人･風登</COL>
交談",与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
82ecd985-4960-40c7-8a93-e51e4a447899,3021255404,集会所,集会所進行001_03,,,EV_PRO_HALL_001_03_01,←がON,EV_PRO_HALL_001_03_02,←がOFF,QUEST_LEVEL_2,←の集会所セレクトクエストが規定数未クリア,QN000502,←が未クリア,"""""","""""",集会所の受付嬢ミノト_モデル,赤フキダシ,,prg_disp_h001_06,<COL YEL>集会所の受付嬢ミノト</COL>と話す,Talk to <COL YEL>Minoto the Hub Maiden</COL>,Parler à <COL YEL>Minoto la réceptionniste</COL>,"Parla con
<COL YEL>Minoto la receptionist</COL>","Sprich mit <COL YEL>Minoto
dem Stätten-Mädel</COL>","Habla con <COL YEL>Minoto de la
recepción</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Миното</COL>",Pomów z <COL YEL>szefową Centrum Minoto</COL>,,,"Fale com <COL YEL>Minoto, a dama da AdE</COL>",<COL YEL>집회소 접수원 미노토</COL>와 대화,與<COL YEL>集會所接待員水藝</COL>交談,与<COL YEL>集会所接待员水芸</COL>对话,,,,,,,,تحدث إلى <COL YEL>مينوتو فتاة المركز</COL>,,,,,,,,,,,
15bd6562-2560-47d9-87b5-2f6b1798cd00,1605818224,集会所,集会所進行001_99,,,EV_PRO_HALL_001_03_02,←がON,QUEST_LEVEL_2,←の集会所セレクトクエストが規定数未クリア,QN000502,←が未クリア,"""""","""""","""""","""""",セレクトクエスト受注アイコン,アイコンなし,,prg_disp_h001_07,"★２セレクトクエストをクリア
⇒あと<COL YEL>{0}クエスト</COL>","2★ Key Quest Completion:
<COL YEL>{0} quests</COL> remaining","Quêtes clés 2★ à terminer :
<COL YEL>{0} quête(s)</COL> restante(s)","Missioni chiave 2★ rimanenti:
<COL YEL>{0}</COL>","Erfüllung der 2★-Hauptquests:
<COL YEL>{0} Quest(s)</COL> verbleibend","Misiones clave de 2★:
<COL YEL>{0} misiones</COL> restantes","Выполнение ключ. задания, 2★
Осталось заданий: <COL YEL>{0}</COL>","Ukończone 2★ zadania kluczowe:
pozost. <COL YEL>{0} zad.</COL>",,,"Conclusão de Missão-chave 2★:
<COL YEL>{0} missões</COL> restantes","★2 엄선 퀘스트를 클리어
⇒앞으로 <COL YEL>{0}퀘스트</COL> 남음","完成★2精選任務
⇒還剩<COL YEL>{0}項任務</COL>","完成★2精选任务
⇒剩余<COL YEL>{0}项任务</COL>",,,,,,,,"اكتمال المهمة الرئيسية <BSL>★2</BSL>:
تبقى <COL YEL>{0} من المهام</COL> ",,,,,,,,,,,
5f901657-4b1f-4580-ada1-0a4c51a16770,3707367060,集会所,集会所進行002_99,,,QUEST_LEVEL_2,←の集会所セレクトクエストを規定数クリア,EV_PRO_HALL_002_99_01,←がOFF,QN000502,←が未クリア,"""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h002_04,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,"與<COL YEL>公會經紀人･風登</COL>
交談",与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
2e35087d-a954-47ec-9181-07c35a7ef311,3132468029,集会所,集会所進行002_99,,,EV_PRO_HALL_002_99_01,←がON,EV_PRO_HALL_002_99_02,←がOFF,QN000502,←が未クリア,"""""","""""","""""","""""",集会所の受付嬢ミノト_モデル,赤フキダシ,,prg_disp_h002_05,<COL YEL>集会所の受付嬢ミノト</COL>と話す,Talk to <COL YEL>Minoto the Hub Maiden</COL>,Parler à <COL YEL>Minoto la réceptionniste</COL>,"Parla con
<COL YEL>Minoto la receptionist</COL>","Sprich mit <COL YEL>Minoto
dem Stätten-Mädel</COL>","Habla con <COL YEL>Minoto de la
recepción</COL>","Поговорить с
<COL YEL>Раздатчицей заданий Миното</COL>",Pomów z <COL YEL>szefową Centrum Minoto</COL>,,,"Fale com <COL YEL>Minoto, a dama da AdE</COL>",<COL YEL>집회소 접수원 미노토</COL>와 대화,與<COL YEL>集會所接待員水藝</COL>交談,与<COL YEL>集会所接待员水芸</COL>对话,,,,,,,,تحدث إلى <COL YEL>مينوتو فتاة المركز</COL>,,,,,,,,,,,
a0f2ad47-0be5-40da-9a17-d241f01e91f0,2594218060,集会所,集会所進行002_99,,,EV_PRO_HALL_002_99_02,←がON,QN010302,←が未クリア,QN000502,←が未クリア,"""""","""""","""""","""""",モンスターアイコン,受注アイコン,QN010302,prg_disp_h002_06,"<COL YEL>集会所★３緊急クエストをクリア</COL>
{0}","<COL YEL>3★ Hub Urgent Quest:</COL>
{0}","<COL YEL>Quête Urgente du
Grand-Camp 3★ :</COL> {0}","<COL YEL>Missioni urgenti base
di caccia 3★:</COL> {0}","<COL YEL>Dringende 3★-Stätten-Quest:</COL>
{0}","<COL YEL>Mis. urgente 3★ sala reunión:</COL>
{0}","<COL YEL>Срочное зад. в З. собр., 3★:</COL>
{0}","<COL YEL>3★ pilne zadanie Centrum:</COL>
{0}",,,"<COL YEL>Missão Urgente da AdE 3★:</COL>
{0}","<COL YEL>집회소 ★3 긴급 퀘스트 클리어</COL>
{0}","<COL YEL>完成集會所★3的緊急任務</COL>
{0}","<COL YEL>完成集会所的★3紧急任务</COL>
{0}",,,,,,,,"<COL YEL>مهمة المركز العاجلة من
المستوى <BSL>★3</BSL>:</COL>{0}",,,,,,,,,,,
4f14af94-4d21-4be0-a39c-dcd1c97241eb,598662532,集会所,集会所進行003_01,,,QN010302,←をクリア,EV_PRO_HALL_003_01_01,←がOFF,QN000502,←が未クリア,"""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h003_01,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,"與<COL YEL>公會經紀人･風登</COL>
交談",与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
b8e705e8-d89b-41a6-8abc-836470e1de61,3825938632,集会所,集会所進行003_01,,,QN000502,←をクリア,EV_PRO_HALL_003_01_01,←がOFF,"""""","""""","""""","""""","""""","""""",ギルドマネージャ・ゴコク_モデル,赤フキダシ,,prg_disp_h003_01_00,"<COL YEL>ギルドマネージャー・ゴコク</COL>
と話す",Talk to <COL YEL>Guild Master Hojo</COL>,Parler à <COL YEL>Hojo le Maître de la Guilde</COL>,"Parla con
<COL YEL>Hojo il capo della Gilda</COL>",Sprich mit <COL YEL>Gildenmeister Hojo</COL>,"Habla con <COL YEL>Hojo el maestro del
gremio</COL>","Поговорить с
<COL YEL>Мастером Гильдии Ходзё</COL>","Porozmawiaj z
<COL YEL>Mistrzem Gildii Hojo</COL>",,,Fale com <COL YEL>Mestre de guilda Hojo</COL>,<COL YEL>길드 매니저 고코쿠</COL>와 대화,與<COL YEL>公會經紀人･風登</COL>交談,与<COL YEL>公会经纪人・岁丰稔</COL>对话,,,,,,,,تحدث إلى <COL YEL>زعيم النقابة هوجو</COL>,,,,,,,,,,,
