guid,crc?,<ID>,<Progress>,<Type>,<NpcNum>,<NpcName>,<Contents>,<Description>,<CommentNo>,<Condition>,<Note>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
19a760e3-3c71-4409-9c49-390f5f935f3b,1200415504,245,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4f567fe-6848-49ae-b895-e9600bb91601,2750568948,246,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d72ead1e-eafe-4c2c-b39b-78f06a66f8ca,2201554562,247,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d2af2c4-8921-4b0c-8b34-16e14f8d4b20,1761774855,248,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621746f2-773a-4a0a-a0db-8dede8fbbea9,2185608322,249,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fc4fe201-4294-4f86-baf5-de91fafe090a,1972195343,250,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb6371c9-97cf-41e9-a61e-b068482a2e43,110411818,251,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f20b4fa9-fee6-479e-9b66-5892d194538d,1338150465,252,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f90d90a7-6a73-4de7-8399-8f8fb85eea1a,1480158674,253,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8775fa87-49a9-4f1c-a465-072619de4eaa,1169454965,254,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237a6480-5ca6-4f01-8d51-4b1a94e7fc44,328657798,255,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e936217a-b32c-4fa0-9efb-1b6e066befc8,777205305,256,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b07945d-4f4b-40fb-8ebc-069792b4d210,2839260763,257,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e452a49c-4337-4784-abee-fa997171f1db,2558056781,258,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54152e41-d438-45fd-b694-0c8ee4ca5034,537147974,259,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd65ef33-1d14-4176-a9c5-76db2bdaaab8,2911832962,260,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e67d705-e7b3-4dd3-a2da-31cd1beff601,2386570438,261,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbd29c68-1001-4907-9422-13729aae4914,2555321707,262,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de6eca0-adad-46d4-9e06-7d39dc317960,2428745626,263,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5868451-97ae-4cb0-8037-b38783d7a8be,1310598955,264,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1f0ce07-bff4-46da-a7db-30cc82f3a1a9,3220319130,265,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9889a1d9-efd1-4797-8eed-6689099a9bac,997427216,266,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efa7aadb-c337-4433-b861-c049ba061ec8,2360982140,267,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51add0bb-91e3-4cec-85f6-67c6f59efa10,1730771301,268,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd57324c-7586-4fc4-b684-787255910b8f,1577643125,269,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c11c6b2-d65a-4383-8c3e-d067449fb89a,3859547650,270,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486df89-5dfc-4480-b8e7-c2c3dd93c346,283157546,271,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0533c38e-b4c7-446a-bca7-8cb1ac56ef3a,3113933558,272,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5730e771-c58a-4387-9e21-b7ae45d607a0,3565224972,273,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93f55c66-cb83-4770-8646-daa158e81aa1,126214308,274,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62f46b9f-e0f7-4fbc-8faa-c7d6605438df,1625464125,275,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaf9ce41-fc31-4178-a92f-624dad41fecd,538037603,276,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392daad7-628a-4aa0-a9d3-ae4f81efee06,3315579512,277,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d943050c-976c-47d4-8be8-023fcfd32899,1602428319,278,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d5e55c3-b2cd-4204-9361-b9d8222dbdb1,3532990609,279,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605c2efc-b36e-475b-98cd-df1997f3fbb7,826939704,280,"""""","""""","""""","""""","""""","""""","""""","""""","""""",EV_VDEMO_1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d524435e-f595-4ea6-9870-e7adc3338005,924014251,281,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9d98976-1c18-4054-a274-995eb05ec410,3828701733,282,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcb17d75-95a8-4d48-b944-65ee59c17a05,718370162,283,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e8fd24af-ea34-4c03-92a7-5e8f10c219fd,392387611,284,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82aea47d-92b4-48ce-8a35-def212c93a2b,2927878361,285,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d2c6b33-b2d3-4c32-8404-fd3319b86cda,886579438,286,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8dd47cf-83b2-4878-ab77-ed294bdd8946,1285939079,287,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f025d5f3-b0c9-450f-8ba5-62c44cfee956,1466405541,288,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_ITEMSHOP_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81cf0500-c909-4f16-a2eb-aaae0e1f21b9,3633708058,289,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be698752-75ad-42d1-8357-e48e615ff212,3520339135,290,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21814f83-27e2-4d89-8872-adf1bef0174a,1729752849,291,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cf5581d-b50d-4bc5-8447-597d24dd4f0a,134127066,292,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be1a43ed-51c1-47ac-815c-dcd0bf9b660b,1136786242,293,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720b5272-a3ce-4e1f-8758-41e5198f71c4,2610235105,294,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1dcd8537-8308-4960-958d-675b9318cbef,2036188069,295,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
defae5d3-1549-42f5-8643-e4ebc6339739,1915294308,296,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_GUILDSTORE_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5bd46920-76c9-4399-9384-1a6814538def,4035641386,297,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5f74539-0785-45e4-a15d-b0a0f7620eb3,313252455,298,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45826946-62b6-4050-b3bc-e93bf62ee767,941397705,299,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e3d06cc-062e-488e-aa02-695b489773ae,3632657856,300,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6d1fa5f-66bb-4991-855e-eb9a6dbcb634,2178729258,301,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
079c44f6-180c-474a-a125-3edb977a5786,1962558504,302,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de057217-8874-4a79-b800-213fa07ce83d,2081343300,303,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7533fd2-5c73-48af-812c-1130347ddafe,3529947840,304,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6039aab1-a761-4ce9-8314-648123a835ac,2533588926,305,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_a_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a78ae06b-c6ea-4962-ad31-70d5a8bc64db,3684838978,306,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cebd42d-250f-4386-ae85-e301570205f2,1034391119,307,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bafbcf59-5e09-4287-881b-ed765bc6dd86,1348264507,308,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67f60bdb-65d9-4323-9226-4acb3837ba00,502011531,309,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab57cf84-236d-4cdb-8d9e-0e2bad4b46d5,2860817002,310,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81f79fde-5fff-44b8-b315-c0371636ce4b,266012162,311,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b27d42c9-c82f-4ca9-bbee-baeae401054e,1954112991,312,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85a733dc-d42c-48e7-ae44-14c8fd853013,2279992576,313,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff0de423-67e3-496a-9199-3f36f2395718,1419291395,314,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SMITHY_b_08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7b3b7a6-8146-4183-bf34-da78f9208116,2193537890,315,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61cbd97f-fe00-4c7b-975a-5fd6ef925956,4238811852,316,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f94cc708-8610-4791-ae10-66535bd7268d,3958704293,317,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73d475ae-9f57-4a3b-90ee-bdca43e4534a,460101512,318,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2cd4204a-6302-4319-89f4-43cde7c8f195,3577319276,319,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0973084-e173-4f17-b03c-9280fbf92eab,3786358347,320,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990bebeb-9cc5-4c56-a6a6-2a19b9f7b28d,1594864619,321,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a07aa6c6-6ea7-4a09-8ac1-fee77a916466,1532824339,322,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_a_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca0351ed-4665-40a0-b70e-8f043e5071fd,3992104499,323,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a2827f5-17d0-4187-ae7c-2a9d4e2a828f,4026619321,324,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec30067e-8355-4603-a6cd-bc01975f303a,1405304331,325,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87b11043-734e-462f-9d00-2f8d3b03aa75,1262439977,326,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246e7784-8401-4d67-b59b-5965aebb28a0,1878043189,327,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928d6ab-b911-4517-9ac3-c3cfdc676a83,3705722737,328,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c5f81fe-0509-4f6c-95a1-9339d4a022fe,4243383362,329,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_KITCHEN_b_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004322d7-a1af-44b6-af17-ab005de0a224,3588789283,330,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_OTHIRE_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8433ff7-9611-441b-b762-af12153ced7a,2968298975,331,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_OTHIRE_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b698129d-960f-423b-9701-78ac1d233e85,694515511,332,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_OTHIRE_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47c1c412-8972-4ccd-bbbe-c98222165585,2671155373,333,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_OTHIRE_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d43b1eb1-c0a3-4946-85c7-86e1d402e400,226738688,334,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_OTSMITHY_a_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebe74484-92ae-4a14-8c13-eef8f7fbc8f7,1113392003,335,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_OTSMITHY_b_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80f81b7d-a8d0-4ee2-bc4f-ecf5716c274e,1286913449,336,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b932a1c-38af-41f4-b058-f87ec7d1c25a,3118211049,337,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7a4f352-beea-45c3-8e4f-870dbcb13f33,3914466917,338,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10c14ce2-c212-4cc7-9c75-b6e9fac3c3b2,4049354779,339,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7336ca0d-cda3-4080-ba8c-75f3650b8773,390193119,340,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20c56bf7-2fed-4d2e-b574-fc4b4880f973,2633452918,341,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2db5e98-505c-4438-8b40-0d3daf6ad2f8,2911799373,342,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49fba8e2-a902-4871-8080-46588a41ec39,847173338,343,"""""","""""","""""","""""","""""","""""","""""","""""","""""",FA_SPYUNIT_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b97aed88-6c1e-4016-89e9-8f7932d2aaa2,2513452660,344,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_001_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f7b78411-c9bf-4051-b085-c6ffb4266677,3574883101,345,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_002_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18f236dd-4bc8-4273-af09-4f927b4bfad4,2198484099,346,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_003_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25d3e4d6-c4d1-48bb-9e2b-3b785e599c36,1832260349,347,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_004_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01423b99-5222-419e-9e97-4d0c3e547252,2634466321,348,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_005_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deceb71e-44b9-49d1-bb8d-81784575d2ee,2878414691,349,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_010_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e25c069-d995-4bf3-a591-64b9e6e56209,4161324241,350,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_012_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871223a-cf18-4c48-8be6-7d3c26ccaf45,1880750356,351,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_029_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699a3073-a780-43fd-994a-a80a672581c1,712664105,352,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_101_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77230d5f-630b-425a-9144-f99fc06feccc,1513446634,353,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_102_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3559e40c-6f11-422f-b90f-5bd16f6558be,2579388869,354,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_103_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64553d6f-84c5-40a3-b672-7d1816dfaabf,3050630878,355,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_107_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93dd8515-1343-44fd-8276-c00d4c028edc,170219033,356,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_301_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
efc10102-b34e-43d8-ab38-fcf3f3f913a2,792495504,357,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_302_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84093286-cd58-4321-8ff0-efec3195a898,1518962741,358,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_303_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c613d78c-9368-42b3-9ff8-c37d74d75778,2592318768,359,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NID_306_EPILOGUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b3d67daf-8b97-4a23-a7a2-596bbfc39315,1888726762,360,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5d4a4a8-5407-474f-b264-aa5cefbf545d,2283171785,361,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_000603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fdfe43f-39a2-4418-a0dd-b86e20f364ef,3652314864,362,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_000310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43b8ea11-875e-481e-86bb-9e51bb5df953,4080767365,363,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_000410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0e3e2e2-f083-4c50-818a-80eac52834c7,839476894,364,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_000508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e2c872d-aafd-48bb-8fd9-d584a2355389,1564936829,365,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f605920e-0663-442f-baaf-05dbff803ae3,3827421243,366,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80470a72-3c46-4bfe-893b-64512dd385bf,1521823333,367,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30965cf9-8834-43f4-bd92-e7a56d477eef,1595100652,368,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cadb3227-77e1-4bf8-8967-2e6889a0d5cd,1611631580,369,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c1800c2-08e9-4f27-9958-72c91b19a741,53966559,370,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89bc3e40-6468-4bcb-936c-37ec014f58d4,1830868009,371,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4a83cc9-8092-4604-85f8-b4e0e6517ed9,1085955629,372,"""""","""""","""""","""""","""""","""""","""""","""""","""""",NPC_QUEST_010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
