guid,crc?,<PageAttr>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<>,<TalkAction2>,<TalkAction2Param>,<TalkAction2Param2>,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Dutch,Portuguese,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Finnish,Swedish,Danish,Norwegian,Czech,Hungarian,Slovak,Arabic,Turkish,Bulgarian,Greek,Romanian,Thai,Ukrainian,Vietnamese,Indonesian,Fiction,Hindi,LatinAmericanSpanish
c6d8f47c-b773-4311-b2c1-dd64f8790753,3710344015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_010_04,"翔蟲を使うから、疾翔けと同じく
<COL RED>翔蟲ゲージ</COL>を消費するからね。
残りの数には注意しておこう！","Since you'll be using a Wirebug for this,
it'll consume your <COL RED>Wirebug Gauge</COL>. Just
like Wiredashing, mind your gauge!","Vu que tu utilises un Filoptère, ça
consommera ta <COL RED>jauge de Filoptère</COL>. Bref,
garde un œil sur ta jauge !","Siccome userai un insetto filo, la tua <COL RED>barra
insetto filo</COL> si ridurrà, proprio come
con i filoscatti, quindi tienila d'occhio.","Du nutzt dafür einen Seilkäfer, also wird
auch dein <COL RED>Seilkäfer-Balken</COL> verbraucht.
Behalt den also gut im Blick!","Ya que tendrás que usar un cordóptero,
tu <COL RED>indicador cordóptero</COL> se irá consumiendo.
Igual que al cordoesprintar: no le quites el ojo.","Поскольку для этого ты используешь
Прутожука, будет расходоваться <COL RED>шкала
Прутожука</COL>, как при рывке на Прутожуке!","Będziesz do tego używać kablobaka, więc
twój <COL RED>pasek kablobaka</COL> będzie się zużywać.
Pilnuj go, tak jak przy kablozrywach!",,,"Como se usa um Cabinseto, isso consome
sua <COL RED>Barra de Cabinseto</COL>. Como na
Cabinvestida, cuidado com sua barra!","밧줄벌레를 사용하니 질주처럼
<COL RED>밧줄벌레 게이지</COL>를 소비하지.
게이지의 잔량에 주의해야 한다!","因為會用到翔蟲，所以和疾翔一樣
會消耗<COL RED>翔蟲計量表</COL>。
記得要留意計量表的剩餘數量！","因为需要使用翔虫，
所以会和疾翔一样消耗<COL RED>翔虫槽</COL>。
要注意槽的剩余数量啊！",,,,,,,,"نظرًا لاستخدامك حشرة الحرير، سوف
يُستنفذ <COL RED>مقياس حشرة الحرير</COL>. ومثل
اندفاع الحرير، انتبه لمقياسك!",,,,,,,,,,,
1b046acc-bbb7-4856-8140-bd0c322535e4,2997661942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_010_05,"鉄蟲糸技は
武器の種類ごとにアクションが違うから、
色々と試してみるといいよ！","Silkbind works differently with each
weapon type, so try 'em all out!","Le Lien de soie change selon le type
d'arme, alors essaie-les tous !","Il fildiseta ha funzioni diverse a
seconda dell'arma, quindi provale tutte.","Jeder Waffentyp hat seine eigene Seidenbinder-
Technik, also probier sie alle aus!","El cordoamarre funciona de forma distinta
según el tipo de arma, así que yo de ti las
probaría todas.","С разными типами оружия паутина работает
по-разному. Экспериментируй!","Jedwabionić działa inaczej z różnymi
typami broni, więc wypróbuj je
wszystkie!",,,"A Sedaférrea funciona de maneira
diferente com cada tipo de arma,
então, experimente todas!","벌레철사 기술은
무기 종류에 따라 액션이 달라지니
계속 시험해 보는 것이 좋다!","每種武器所使出的鐵蟲絲招式
動作也都有所不同，
嘗試看看各種武器的鐵蟲絲招式吧！","铁虫丝技的动作
因武器的种类而异，
你不妨多多尝试！",,,,,,,,"تعمل ربطة الحرير بصورة مختلفة مع كل
أنواع الأسلحة، لذا جرّبها جميعًا بالخارج!",,,,,,,,,,,
34083ddc-3ccb-4cc1-b4f4-de7204f782ae,170335291,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_010_06,"少し練習してみるかい？
練習が終わったら俺に話しかけてくれ！","You wanna take a sec to practice?
Let me know when you've had your fill!","Tu veux t'entraîner un peu ? Tiens-moi
au jus quand t'en as marre !","Vuoi provarci un attimo?
Fammi sapere quando hai finito.","Magst du dir 'nen Moment zum Üben nehmen?
Gib mir einfach Bescheid, wenn du genug hast!","Si quieres practicar un poco, adelante.
Avísame cuando hayas terminado.","Хочешь потренироваться? Хорошо,
только скажи, когда закончишь!","Chcesz chwilę poćwiczyć?
Daj znać, jak już skończysz.",,,"Quer praticar um pouquinho?
Me avisa quando tiver terminado!","조금 연습해 보겠느냐?
연습이 끝나면 말을 해다오!","你要再繼續練習一下嗎？
練習完之後再跟我說一聲吧！","要稍微练练吗？
等你练完了，就来找我吧！",,,,,,,,"هل ترغب في إمضاء وقت في التدريب؟
أخبرني عندما تأخذ كفايتك!",,,,,,,,,,,
bf071bbd-56a4-4d85-9f9c-49f5134b9b34,1467033155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,220,QD_QN030102_nid103_020_00,"<CAM:21>鉄蟲糸技の使い方はもう大丈夫かな？
","<CAM:21>You all clear on how to use
the Silkbind technique?","<CAM:21>Ça y est, tu gères complètement avec
la technique du Lien de soie ?",<CAM:21>Tutto chiaro sul metodo con il fildiseta?,"<CAM:21>Alles klar? Keine Fragen mehr zur Nutzung
der Seidenbinder-Technik?","<CAM:21>¿Te ha quedado claro cómo funciona la técnica
de cordoamarre?","<CAM:21>Ну что, <LSNR {разобрался} {разобралась}>, как
использовать паутину?","<CAM:21>Wiesz już, jak używać
techniki jedwabionici?",,,"<CAM:21>Você já tá manjando
da técnica Sedaférrea?",<CAM:21>벌레철사 기술로 하는 건 이제 괜찮겠군.,"<CAM:21>你已經了解鐵蟲絲招式的使用方式了吧？
",<CAM:21>你已经掌握铁虫丝技的用法了吧？,,,,,,,,"<CAM:21>هل فهمت كافة طرق استخدام
أسلوب ربطة الحرير؟",,,,,,,,,,,
25b48c52-b34f-410b-9ba9-81a83d4ecba4,1177283409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_01,"じゃあ、次はもうひとつの
環境生物<COL RED>クグツチグモ</COL>を使って
操竜待機状態にする方法をおさらいだ！","Alright then! Next up, it's time to practice
using a most excellent Endemic Lifeform,
the <COL RED>Puppet Spider</COL>!","Bon, maintenant je vais t'expliquer
comment utiliser une bestiole très utile :
l'<COL RED>Araignée-poupée</COL> !","Benissimo! Ora ci alleneremo usando
una splendida forma di fauna endemica:
il <COL RED>burattiragno</COL>.","Gut! Als Nächstes zeig ich dir, wie du dir
ein ganz fantastisches Einheimisches Wesen
zunutze machen kannst, die <COL RED>Marionettspinne</COL>!","Genial, pues ahora toca practicar usando una
fabulosa fauna local: la <COL RED>araña titiritera</COL>.","Ну что ж! Пора учиться использовать
самый интересный образец местной
живности — <COL RED>паука-кукловода</COL>!","Dobra! To teraz czas zapoznać się z najlepszą
lokalną fauną, <COL RED>pająkiem lalkarzem</COL>!",,,"Beleza, então! Agora, é hora de praticar
o uso de uma excelente forma de vida
nativa, a <COL RED>Aranha Fantoche</COL>!","그럼, 다음으로 환경생물 <COL RED>꼭두각시 거미</COL>를
이용해 용 조종 대기 상태로
만드는 법을 복습하자!","那接下來……我們就來複習另一個
使用環境生物<COL RED>傀儡蜘蛛</COL>
讓魔物進入待操龍狀態的方法吧！","那么，接下来就来复习
另一种使用环境生物<COL RED>线偶蛛</COL>
让怪物进入御龙准备状态的方法吧！",,,,,,,,"حسنًا إذن! التالي، حان الوقـت للتدريب
باستخدام أفضل أنماط الحياة المستوطنة،
وهو <COL RED>العنكبوت الدمية</COL>!",,,,,,,,,,,
41e81000-9a7c-4a3c-95b8-c2658a597950,2198276580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_02,<CAM:22>あそこにいるのが、クグツチグモだよ！,<CAM:22>There's a Puppet Spider right over there!,<CAM:22>Il y a une Araignée-poupée juste là !,<CAM:22>Ce n'è uno proprio lì!,<CAM:22>Gleich da drüben ist eine Marionettspinne!,"<CAM:22>¡Mira, justo ahí tienes una!",<CAM:22>А вот и паук-кукловод!,<CAM:22>Spójrz! Tam jest pająk lalkarz!,,,<CAM:22>Tem uma Aranha Fantoche bem ali!,<CAM:22>거기 있는 것이 꼭두각시 거미다!,<CAM:22>那邊那個就是傀儡蜘蛛喔！,<CAM:22>那边那个就是线偶蛛！,,,,,,,,<CAM:22>ثمة عنكبوت دمية هناك!,,,,,,,,,,,
1aaf63ae-e94d-4f17-a07b-a1bd5a0d1053,572558942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_03,"このクモが吐く、強い粘着性の糸を
うまくモンスターに当てれば、
操竜待機状態にできるんだ。","In skillful hands, the sticky, sturdy, silky
strands that this spider produces can be
used to make a monster mountable.","Entre de bonnes mains, les fils solides
et collants produits par cette araignée
peuvent forcer un monstre à être chevauché.","Nelle mani giuste, la tela appiccicosa,
resistente e setosa prodotta da questo ragno
può servire a rendere un mostro cavalcabile.","Mit etwas Geschick können die klebrigen, robusten
Seidenfäden dieser Spinne genutzt werden, um ein
Monster reitbar zu machen.","La resistente y adherente tela de esta araña
puede usarse para montar en un monstruo,
siempre y cuando se haga bien.","В умелых руках прочная и липкая паутина
этого паука может стать путами для
монстра.","We właściwych rękach klejące, jedwabiste
włókno, które produkuje ten pająk,
może być użyte do dosiadania potworów.",,,"Em mãos hábeis, os fios pegajosos, fortes
e sedosos que essa aranha produz podem
ser usados pra tornar um monstro montável.","이 거미가 뿜는 실은 질기고
점착성이 높아 몬스터에게 맞히면
용 조종 대기 상태로 만들 수 있지.","這種蜘蛛會吐出高黏性的蜘蛛絲。
成功擊中魔物的話，
就能讓魔物進入待操龍狀態。","用这种蜘蛛吐的强黏性丝
打中怪物的话，
就可以使其进入御龙准备状态了。",,,,,,,,"يمكن استخدام الجدائل الحريرية والمتينة
بتصميمها المتقن وطبيعتها الملتصقة التي
يصدرها هذا العنكبوت في تهيئة ركوب الوحش.",,,,,,,,,,,
3126c796-00c4-4a98-825c-c6e87818d60f,3043212407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_04,"<CAM:21>鉄蟲糸技とクグツチグモ、
どちらでも操竜待機状態にできるよ！","<CAM:21>When it comes to mounting monsters,
you can use the Silkbind technique or
a Puppet Spider—either works!","<CAM:21>Pour forcer les monstres à être chevauchés,
tu peux utiliser soit le Lien de soie,
soit l'Araignée-poupée !","<CAM:21>Per cavalcare i mostri puoi usare il
metodo con il fildiseta o un burattiragno.
Funzionano entrambi.","<CAM:21>Du kannst die Seidenbinder-Technik oder eine
Marionettspinne nutzen, um ein Monster zu
besteigen – funktioniert beides!","<CAM:21>Cuando se trata de montar en monstruo,
vale tanto la técnica de cordoamarre como la
tela de las arañas titiriteras.","<CAM:21>Чтобы оседлать монстра, можно ловить его
как паутиной, так и пауком-кукловодом —
оба способа работают!","<CAM:21>Do dosiadania potworów możesz użyć
albo techniki jedwabionici, albo pająka
lalkarza! Oba sposoby działają!",,,"<CAM:21>Para montar monstros, você pode usar
tanto a técnica Sedaférrea quanto uma
Aranha Fantoche — ambas funcionam!","<CAM:21>벌레철사 기술과 꼭두각시 거미,
모두 용 조종 대기 상태로 만들 수 있다!","<CAM:21>鐵蟲絲招式跟傀儡蜘蛛這兩種方法，
都能使魔物進入待操龍狀態喔！","<CAM:21>铁虫丝技和线偶蛛，
它们都能让怪物进入御龙准备状态！",,,,,,,,"<CAM:21>عند ركوب الوحوش، يمكنك استخدام أسلوب ربطة
الحرير أو العنكبوت الدمية، أيهما أنسب!
",,,,,,,,,,,
36b18061-be71-4f9a-837f-7dd944d86610,4060892736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_05,"そして、操竜待機状態のモンスターに
近づいて攻撃を当てるか、
納刀して<ICON PAD_A>で操竜開始だ！","Approach a Mountable monster and
attack it or press <ICON PAD_A> with your weapon
sheathed to start Wyvern Riding!","Approche un monstre pouvant être chevauché
et attaque-le ou appuie sur <ICON PAD_A> avec ton arme
rengainée pour commencer la Chevauchée !","Avvicinati a un mostro cavalcabile. Per
avviare la cavalcatura wyvern, attaccalo
o premi <ICON PAD_A> con l'arma rinfoderata.","Geh auf ein reitbares Monster zu und greif es
entweder an oder drück mit weggesteckter
Waffe <ICON PAD_A>, um den Wyvernritt zu starten.","Acércate a un monstruo que puedas montar y
atácale o pulsa <ICON PAD_A> teniendo el arma envainada
para comenzar con la montura wyvern.","Подойди к подходящему монстру и атакуй
его или нажми <ICON PAD_A>, убрав оружие, чтобы
оседлать монстра!","Podejdź do bestii, którą można dosiąść,
i zaatakuj ją lub wciśnij <ICON PAD_A> ze schowaną
bronią, aby zacząć jazdę na wiwernie.",,,"Chega perto de um monstro Montável e ataca
ele ou aperta <ICON PAD_A> com a arma embainhada
pra começar a Montaria de Serpe!","그리고 용 조종 대기 상태가 된 몬스터에게
다가가 공격을 하거나, 납도 상태에서
<ICON PAD_A>를 누르면 용 조종이 시작된다.","接下來靠近處於待操龍狀態的魔物，
以攻擊擊中牠或是收刀後按下<ICON PAD_A>，
即可開始操龍！","然后靠近御龙准备状态的怪物，
通过攻击命中或在纳刀后按<ICON PAD_A>，
就能开始御龙啦！",,,,,,,,"<LSNR {اقترب} {اقتربي}> من وحش قابل للركوب <LSNR {وهاجمه أو اضغط} {وهاجميه أو اضغطي}>
مع إشهار <LSNR {سلاحك} {سلاحكِ}> على <ICON PAD_A>
لبدء ركوب التنين المجنح!",,,,,,,,,,,
8b90ba4f-699c-4b10-b783-a6e9588c8829,2906633552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_06,"操竜までの流れは理解できたかな？
まずは実際に試してみて、
自分に合った方法を見つけていくといいよ！","So, are ya clear on how to start Wyvern Riding?
Cool. Now all that's left is to try out for real
and see what method fits your style!","Bon, la Chevauchée de wyvernes est assez
claire pour toi ? Maintenant, il te reste
plus qu'à essayer par toi-même !","Tutto chiaro su come iniziare la cavalcatura
wyvern? Ora devi solo provarci sul campo e
scoprire quale metodo è il più adatto a te.","Du weißt jetzt also, wie du mit dem Wyvern-
Reiten startest? Cool. Jetzt musst du's nur noch
austesten und schauen, welcher Stil dir liegt!","¿Y bien? Ya sabes cómo montar en monstruo,
¿verdad? Pues ya solo te queda probarlo por
ti <LSNR {mismo} {misma}> y ver qué método te va más.","Ну что, ты <LSNR {понял} {поняла}>, как ездить на
монстре? Отлично. Теперь осталось
проверить себя на деле!","To jak, wszystko już jasne? Fajnie.
Spróbuj to wykonać i sprawdź, która
metoda ci najbardziej pasuje!",,,"Alguma dúvida sobre como Montar Serpe?
Legal. Agora é só experimentar pra valer e
ver qual método se encaixa no seu estilo!","용 조종까지의 흐름은 이해됐느냐?
실제로 사용해 보고 자신에게 맞는
방법으로 하는 것이 좋다!","整個操龍的流程你都了解了嗎？
你先試著實際嘗試一下，
找出適合自己的方法吧！","你理解御龙的流程了吗？
先实际尝试一下，
找到适合自己的方法吧！",,,,,,,,"إذن، هل فهمت طريقة بدء ركوب التنين
المجنح؟ رائع. الآن لم يتبقْ إلا التجربة
الحقيقية وتحديد الأسلوب الملائم لنمط صيدك!",,,,,,,,,,,
428eb04a-832b-46a5-9f57-0c8d913c9cb5,2183989414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_07,"さあ、実践といこう！
今回の訓練のために、操竜しやすい
特別なアオアシラを用意したよ。　","Ready to give it a shot? Good!
I've prepared an Arzuros just for
the occasion!","Ça te tente d'essayer ? Super ! J'ai
préparé un Arzuros rien que pour ça !","Che ne dici di provarci? Benissimo!
Per l'occasione ho preparato un Arzuros.","Wie steht's, lässt du's auf 'nen Versuch
ankommen? Gut! Ich hab extra hierfür einen
Arzuros vorbereitet!","¿Qué me dices a probarlo ahora mismo?
¡Tengo un Arzuros listo para la ocasión!","<LSNR {Готов} {Готова}> попробовать? Отлично!
Я как раз подготовил тебе Арзуроса!","<LSNR {Gotowy} {Gotowa}> spróbować? Dobrze!
Przygotowałem na tę okazję Arzurosa!",,,"<LSNR {Pronto} {Pronta}> pra tentar? Boa! Preparei um Arzuros
especialmente pra essa ocasião!","자, 한번 해 볼까!
이번 훈련을 위해 용 조종을 하기 쉬운
특별한 아오아시라를 준비했다.　","好了，現在來實際操作看看吧！
為了這次的訓練，
我特別準備了容易進行操龍的青熊獸。　","好，开始实践吧！
我为这次训练准备了
容易御龙的特殊青熊兽。",,,,,,,,"هل أنت على استعداد لتجربة ذلك؟
جيد! لقد جهّزت أرزوروس من أجل
المناسبة تحديدًا!",,,,,,,,,,,
009e1db0-ca75-4d71-be0e-9bf8fedd2816,4151653335,会話終了,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030102_nid103_020_08,"どちらの方法でもいいから、
まずは操竜待機状態にしてみよう！","Both methods work, so just focus on
getting it into a Mountable State first!","Les deux méthodes fonctionnent, tout ce
qui compte, c'est que tu le forces
à être chevauché !","Entrambi i metodi funzionano,
ma prima cerca di renderlo cavalcabile.","Beide Methoden funktionieren, konzentrier dich
also erst mal darauf, ihn in den Reitbar-Status zu
bekommen!","Recuerda que puedes usar el método que
prefieras, así que elige uno y haz que pase
al estado en el que lo puedes montar.","Сгодятся оба метода, сперва приведи
монстра в состояние пригодное
для езды!","Obie metody działają, więc skup się
tylko na wprowadzeniu go w stan,
w którym możesz go dosiąść.",,,"Ambos os métodos funcionam, portanto,
se concentra primeiro em colocá-lo em
um Estado Montável!","어느 방법이든 좋으니
용 조종 대기 상태로 만들어 보자!","無論要選擇什麼方式都可以，
總之先試著讓牠進入待操龍狀態吧！","用哪个方法都行，
先试着让它进入御龙准备状态吧！",,,,,,,,"يمكن استخدام كلا الأسلوبين، لذا ركّز
على الدخول في حالة القابلية للركوب أولًا!",,,,,,,,,,,
0446e761-1761-4846-a2c7-7c225fa48872,482045021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クエスト手順番号を設定,,300,QD_QN030103_nid103_000_00,"<CAM:19>おお、我が愛弟子よ！
モンスターの<COLS RED>捕獲</COL>を練習しに来たんだね！","<CAM:19>Hey, Ace! Ready to <COLS RED>capture</COL> some
monsters? Good, 'cuz it's time to learn!","<CAM:19>Hé, l'artiste ! Ça te dirait de <COLS RED>capturer</COL>
des monstres ? Parfait ! Fallait bien que
t'apprennes à un moment donné !","<CAM:19>Ehi, ti va di <COLS RED>catturare</COL> qualche
mostro? Spero di sì, perché è il
momento giusto per imparare!","<CAM:19>Hey, Ass! Bereit, ein paar Monster zu <COLS RED>fangen</COL>?
Gut, dann sperr deine Lauscher auf!","<CAM:19>Ey, hacha, ¿tienes ganas de <COLS RED>capturar</COL> algunos
monstruos? Espero que sí, ¡porque es justo lo
que vamos a hacer!","<CAM:19>Ну что, ас! Будем <COLS RED>ловить</COL> монстров?
Отлично, пора учиться!","<CAM:19>Hej, <LSNR {szefie} {szefowo}>! <LSNR {Gotowy} {Gotowa}> <COLS RED>złapać</COL> jakieś
potwory? Dobrze, bo czas się tego
nauczyć!",,,"<CAM:19>Aí, Craque! <LSNR {Pronto} {Pronta}> pra <COLS RED>capturar</COL> alguns
monstros? Ótimo, porque tá na hora da aula!","<CAM:19>오오, 나의 애제자여!
몬스터 <COLS RED>포획</COL>을 연습하러 왔구나!","<CAM:19>喔喔，我的愛徒啊！
你來練習<COLS RED>捕獲</COL>魔物啦！","<CAM:19>噢，我的爱徒啊！
你来练习<COLS RED>捕获</COL>怪物啦！",,,,,,,,"<CAM:19>مرحبًا أيها البارع! أأنت على
استعداد <COLS RED>لأسر الوحوش</COL> ؟ جيد، جاء وقت التعلم!",,,,,,,,,,,
3dd957ca-3c9b-45b2-ab06-00dd3771d2c7,3074088955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_01,"何ごとも、初心を忘れてはいけないからね。
今日は基礎知識から復習しよう！","We're gonna start off simple and practice
the fundamentals today!",On va commencer par les bases aujourd'hui !,"Oggi inizieremo in modo semplice,
esercitandoci con le tecniche fondamentali.","Wir fangen ganz leicht an und üben
heute die Grundlagen!",Vamos a empezar por los principios básicos.,"Начнем с простого, с основ.","Zaczniemy od czegoś prostego i będziemy
dziś ćwiczyć podstawy!",,,"Vamos começar com o básico e praticar
os fundamentos hoje!","뭐든 초심을 잃어서는 안 되는 법이지.
오늘은 기초 지식부터 복습해 보자!","無論遇到什麼事，都不能忘記初衷。
今天就從基礎知識開始複習吧！","做什么都不能忘记初心啊。
今天从基础知识开始复习起吧！",,,,,,,,"سنبدأ بطريقة بسيطة ونتدرب
على الأساسيات اليوم!",,,,,,,,,,,
47c3ce6c-5420-4b1b-a666-5ed9c13e7341,1377773726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_02,"捕獲とは、標的となっているモンスターを
<COLS RED>生きたまま捕らえる</COL>狩猟方法の１つだ。","When you hunt a monster, you can
either slay it or <COLS RED>capture it alive</COL>.","Quand tu chasses un monstre, tu peux soit
le tuer, soit <COLS RED>le capturer vivant</COL>.","Quando cacci un mostro, puoi ucciderlo
oppure <COLS RED>catturarlo vivo</COL>.","Wenn du ein Monster jagst, kannst du es
entweder erlegen oder <COLS RED>lebendig fangen</COL>.","A la hora de cazar un monstruo, tienes dos
opciones, que son abatirlo o <COLS RED>capturarlo</COL>.","Охотясь на монстра, можно либо убить
его, либо поймать живым.","Kiedy polujesz na potwora, możesz
go albo zabić, albo <COLS RED>złapać żywcem</COL>.",,,"Quando você caça um monstro,
pode matá-lo ou <COLS RED>capturá-lo vivo</COL>.","포획이란 사냥 방법 중 하나로
몬스터를 <COLS RED>산 채로 잡는</COL> 것이다.","捕獲是指將目標魔物
<COLS RED>活捉</COL>起來的一種狩獵方法。","捕获是指<COLS RED>活捉</COL>
目标怪物的狩猎方法之一。",,,,,,,,"عند صيد أحد الوحوش، يمكنك
إما قتله وإما أسره حيًا.",,,,,,,,,,,
bdd7e857-9a56-4c77-8307-adfbaa64c59c,1160391293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_03,"討伐と違っていくつかの手順が必要だけど、
剥ぎ取りでは手に入りにくい素材が
入手できるチャンスなんだ！","Capturing a monster is more complicated
than slaying, but you can get materials
you wouldn't normally get by carving!","Capturer un monstre est plus compliqué
que le tuer, mais tu peux obtenir des
matériaux impossibles à avoir autrement !","È più difficile catturare un mostro anziché
ucciderlo, ma puoi ottenere materiali che
di solito non si trovano durante la raccolta.","Ein Monster zu fangen, ist komplizierter als es
zu töten, aber dafür bekommst du Materialien,
die du beim Zerlegen sonst nicht kriegst!","Capturar un monstruo es más difícil que
abatirlo, pero obtendrás materiales que no
se suelen obtener cortando.","Поймать монстра сложнее, чем убить,
но так можно добыть сырье, недоступное
при разделке убитого монстра.","Złapanie jest bardziej skomplikowane
niż zabicie, ale możesz wtedy zdobyć
materiały niedostępne przy wycinaniu!",,,"Capturar um monstro é mais complicado do
que matar, mas você pode obter materiais
que normalmente não obteria talhando!","토벌과 다르게 몇 가지 수단이 필요하지만
갈무리로는 입수하기 힘든 소재를
입수할 수 있는 찬스지!","與討伐不同，捕獲所需的步驟較多，
但卻比剝取更有機會取得難以獲得的素材！","它和讨伐不同，需要一系列步骤，
但捕获后，有机会得到通过剥取
难以获得的素材！",,,,,,,,"أسر أحد الوحوش أكثر تعقيدًا من قتله،
لكن يمكنك الحصول على المواد
التي لا يمكنك اكتسابها في العادة من خلال النحت!",,,,,,,,,,,
c9ca513c-b7b0-41f0-9090-fe51de9df7b1,223407176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_04,"それに、討伐よりも早く決着がつくから
狩猟時間を短縮できるよ！","It's also faster than slaying a monster,
so it cuts down on hunting time, too!","C'est aussi plus rapide que de tuer un
monstre, ta chasse peut se terminer
plus rapidement !","Inoltre, è più veloce rispetto alle
uccisioni, quindi avrai più tempo
per cacciare.","Es geht auch schneller als das Erlegen, du
sparst dir also auch Zeit beim Jagen!","Aunque, como ya he dicho, sea más difícil que
abatirlo, también es más rápido, así que es
un tiempo que te ahorras en la caza.","А еще это быстрее, чем убивать монстра —
можно сократить время охоты!","Poza tym złapiesz potwora szybciej, niż
go zabijesz, więc skraca to
czas polowania!",,,"Além disso, capturar é mais rápido do que
matar um monstro, o que reduz o tempo da
caçada!","게다가 토벌보다 빨리 끝나니
사냥 시간도 줄어든단다!","除此之外，也可以縮短狩獵所需的時間，
比起討伐更快完成任務喔！","还有，捕获能比讨伐更快地完成狩猎，
因此能够缩短狩猎时间！",,,,,,,,"كما يعد هذا أسرع من قتل أحد الوحوش،
وبالتالي يوفر وقت الصيد أيضًا!",,,,,,,,,,,
a90b6af0-15cf-4be7-b408-9b6343c5aceb,1448048075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_05,"捕獲の手順は大きく分けて３つ！
まず、モンスターを攻撃して弱らせること。
これは討伐と同じだね。","There are three major steps to a successful
capture! First, thrash the monster until it's
weakened. Pretty simple, right?","La capture se passe en trois étapes !
D'abord, attaque le monstre jusqu'à ce
qu'il soit affaibli. Facile, hein ?","Ci sono tre fasi per catturare un mostro
con successo. Innanzitutto colpisci il
mostro fino a indebolirlo. Facile, vero?","Für einen erfolgreichen Fang braucht es drei
Schritte! Zuerst vermöbelst du das Monster,
bis es geschwächt ist. Ganz einfach, oder?","Para que una captura salga bien, hay que
seguir tres pasos. El primero consiste en
atacar hasta debilitarlo. Fácil, ¿verdad?","Есть три основных шага к успешной поимке
монстра! Сперва бей его, пока он
не ослабнет. Логично, правда?","Złapanie potwora wymaga trzech kroków.
Po pierwsze, wal w potwora, aż
go osłabisz. Proste, nie?",,,"Uma captura bem-sucedida segue três etapas
importantes! Primeiro, bata no monstro até
enfraquecê-lo. Simples, né?","포획은 크게 3가지 흐름으로 나눌 수 있다!
먼저 몬스터를 공격해 약하게 만드는 것.
이 부분은 토벌과 똑같지.","捕獲大致分為3個步驟！
首先是攻擊魔物，並使其弱化。
這部分跟討伐是相同的。","捕获的步骤大致分为3步！
首先是攻击以削弱怪物。
这一点和讨伐一样。",,,,,,,,"ثمة ثلاث خطوات رئيسية للقيام
بأسر ناجح! أولًا، اضرب الوحش حتى
يضعف. هذا بسيط جدًا، صحيح؟",,,,,,,,,,,
af5b2506-efdf-444f-ac4c-60047e283e79,2967332046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QD_QN030103_nid103_000_06,"次に、弱らせたモンスターを罠にかけて
相手の自由を奪うんだ！","Then, use a trap to restrain
the weakened monster.","Après ça, utilise un piège pour contenir
le monstre affaibli.","Poi usa una trappola per bloccare
il mostro indebolito.","Dann nutzt du eine Falle, um das
geschwächte Monster zu bändigen.","Una vez debilitado, lo siguiente que hay que
hacer es usar una trampa para inmovilizarlo.","Затем поймай ослабленного
монстра ловушкой.","Potem użyj pułapki, żeby unieruchomić
osłabioną bestię.",,,"Então, use uma armadilha para
conter o monstro enfraquecido.","다음으로 약해진 몬스터를 덫에
걸리게 해서 포박하는 것!","接下來，讓虛弱的魔物踩中陷阱，
限制住牠的行動！","接下来就要对虚弱的怪物设下陷阱，
剥夺对方的自由！",,,,,,,,"ثم، استخدم فخًا لكبح جماح
الوحش الضعيف.",,,,,,,,,,,
