5741fb2a-0239-4d8e-b38e-d54b55ae86f5,2760808030,Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_045_02
7920bfe7-5b33-4627-96f2-dd5cdb8094a5,3405836913,Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_01
491e14a9-cf13-46fb-817e-ec0dee78e3f8,2823980019,Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_046_02
25b640ce-59df-46b6-b373-d7e5863258ba,259596914,Option_Me_Item_047_01,１００％の頻度,100%,100 %,100%,100%,100 %,100%,100%,,,100%,100% 빈도,頻率100%,频率100%,,,,,,,,100%,,,,,,,,,,,
541e6ba5-4385-47a0-af7b-a98cfa59608c,2343148427,Option_Me_Item_047_02,８０％の頻度,80%,80 %,80%,80%,80 %,80%,80%,,,80%,80%의 빈도,頻率80%,频率80%,,,,,,,,80%,,,,,,,,,,,
a2118c71-28cb-4a83-a635-eb422b2578a4,396881831,Option_Me_Item_047_03,５０％の頻度,50%,50 %,50%,50%,50 %,50%,50%,,,50%,50%의 빈도,頻率50%,频率50%,,,,,,,,50%,,,,,,,,,,,
5e7b3b55-0ec4-4c3c-975a-5352e8e0750b,1169114176,Option_Me_Item_047_04,２０％の頻度,20%,20 %,20%,20%,20 %,20%,20%,,,20%,20%의 빈도,頻率20%,频率20%,,,,,,,,20%,,,,,,,,,,,
556d8752-b611-4815-8cf1-8a30f826f64c,1187456841,Option_Me_Item_047_05,ＯＦＦ,Off,Désactivé,No,Aus,Desactivado,Выкл.,Wyłącz,,,Desligado,OFF,OFF,关,,,,,,,,إيقاف,,,,,,,,,,,
dc9b0fed-76f8-4420-95b4-f1098065eaab,3295876583,Option_Me_Item_048_01,ワイドレンジ,Wide Range,Étendue,Ampia,Groß,Rango largo,Широкий,Szeroki zakres,,,Alcance Amplo,와이드 레인지,大範圍,大范围,,,,,,,,نطاق واسع,,,,,,,,,,,
63aba719-60e9-47d0-b513-2ffc732ce151,363128776,Option_Me_Item_048_02,ミッドレンジ,Mid Range,Moyenne,Intermedia,Mittel,Rango medio,Средний,Średni zakres,,,Alcance Médio,미드 레인지,中範圍,中范围,,,,,,,,نطاق متوسط,,,,,,,,,,,
26ebe2db-3414-4a85-b82f-b0c3ffcb68e7,668081832,Option_Me_Item_048_03,ナローレンジ,Narrow Range,Réduite,Ridotta,Klein,Rango corto,Узкий,Wąski zakres,,,Alcance Curto,내로우 레인지,小範圍,小范围,,,,,,,,نطاق ضيق,,,,,,,,,,,
60735a6a-2630-432a-b1b3-c278d1f17132,2465838040,Option_Me_Item_049_01,テレビ,TV,Télévision,Televisore,TV,TV,Телевизор,Telewizor,,,TV,TV,電視,电视,,,,,,,,التلفاز,,,,,,,,,,,
9e88177b-ad80-4259-8d3b-7691de55d49d,775626506,Option_Me_Item_049_02,ホームシアター,Home Theater,Home cinéma,Home Theater,Heimkino,Cine en casa,Домашний кинотеатр,Kino domowe,,,Home Theater,홈시어터,家庭劇院,家庭影院,,,,,,,,شاشة عرض منزلي,,,,,,,,,,,
5b36727c-9dac-4f61-89b4-03fe6bf951bf,2889143944,Option_Me_Item_049_03,ヘッドホン,Headphones,Casque,Cuffie,Kopfhörer,Auriculares,Наушники,Słuchawki,,,Fones de Ouvido,헤드폰,耳機,耳机,,,,,,,,سماعات الرأس,,,,,,,,,,,
8322fc0d-0976-44c4-b691-b682bb03d305,838634345,Option_Me_Item_049_04,本体のスピーカー,Console Speakers,Console,Console,Konsolenlautsprecher,Altavoz de la consola,Динамик консоли,Głośnik urządzenia,,,Alto-falante do console,본체 스피커,主機喇叭,主机的扬声器,,,,,,,,مكبرات صوت وحدة التحكم,,,,,,,,,,,
b7888819-3413-4e9f-8667-a8fd4c1de16d,3182835927,Option_Me_Item_049_05,スピーカー,Speakers,Haut-parleurs,Altoparlanti,Lautsprecher,Altavoces,Колонки,Głośniki,,,Falantes,스피커,喇叭,扬声器,,,,,,,,مكبرات الصوت,,,,,,,,,,,
82bf7f41-7fb4-4105-bfa1-11a4a0f8005c,2799200307,Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_01
9f3ba4b0-8a73-4a0d-8cc1-3275a0331a57,3645181743,Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_02
7cfe3951-cc86-409a-a219-b0c804b7a9bc,4285230789,Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_050_03
9b6a1f51-464d-40b5-9248-3467c8cbe6d9,3124168156,Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_01
ee9e9155-8549-4c77-8714-31016002736f,2915117909,Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_02
989ea17a-abfb-4461-898e-d354d9e23c88,3506475739,Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_03
e1a1e59f-b631-4160-82da-5c3951baf98b,3963396449,Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04,<COLOR FF0000>#Rejected#</COLOR> Option_Me_Item_051_04
